id,image_id,device_name,brand,release_date,form_factor,os_raw,gbc,nes,genesis,gba,snes,psx,nds,n64,dreamcast,psp,saturn,ngc,wii,n3ds,ps2,wiiu,switch,ps3,chipset,cpu_model,cpu_cores,cpu_threads,cpu_clock,cpu_arch,gpu_model,gpu_cores,gpu_clock,ram_gb,screen_size_inches,screen_type,resolution,ppi,aspect_ratio,screen_lens,battery_capacity,cooling_raw,has_cooling,dpad_raw,analogs_raw,has_l3_r3,has_hall_analogs,has_dual_analogs,has_analogs,face_buttons,shoulder_buttons_raw,has_analog_triggers,has_l2_r2,has_shoulder_buttons,extra_buttons_raw,charge_port_raw,storage_raw,has_dual_external_sd,connectivity_raw,has_lte,has_usb_otg,has_thunderbolt,has_bt,has_wifi,video_output_raw,has_video_output,audio_output_raw,has_audio_output,speaker_raw,has_rumble,sensors_raw,volume_desc,dimensions_mm,weight_g,shell_material,color_options,reviews,price_low,price_high,emulation_desc
YkPzdu0Y,image_6e2410be41966,AYANEO Air Pro,AYANEO,2022-09-01,Horizontal,Windows 11 / SteamOS / AYANEO OS (Linux),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,AMD Ryzen 7 5825U,AMD Zen 3,8 Cores,16 Threads,2.0 GHz - 4.5 GHz,x86-64,AMD Radeon RX Vega 8,,2.0 GHz,16 GB / 32 GB LPDDR4X (8532 MT/s),5.5,OLED Touchscreen,1920 x 1080,404.00,16:9,Tempered Glass (OCA Laminated),10050 mAh (38Wh),Heatsink Fan Ventilation cutouts,TRUE,Cross Lower placement,Dual thumbsticks with L3/R3 Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Windows, Menu, Aya Space, Task Manager, Fingerprint reader / Power, Volume +-, 2 Function Buttons on top",USB-C x2 Top: 1 Bottom: 1,"External MicroSD, Internal Replaceable M.2 2280 SSD (512 GB / 1 TB / 2 TB)",FALSE,"WiFi 6E, Bluetooth 5.2, USB-C OTG",FALSE,TRUE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Fingerprint reader, Gyroscope, Hall sensor sticks & triggers",Dedicated Buttons,224 mm x 89.5 mm x 21.6 - 29.6 mm,450,Plastic,"White, Black, Silver, B.Duck Gray",https://www.youtube.com/watch?v=DN8__5xDIUY https://www.youtube.com/watch?v=Ib34XK4_aQM https://www.youtube.com/watch?v=Kw-0ngNgGC0 https://www.youtube.com/watch?v=wI1wXk09o-s https://www.youtube.com/watch?v=Ou030dk3m78 https://www.youtube.com/watch?v=_TXAzvZEN1Q https://www.youtube.com/watch?v=6FDSdKadnbI https://www.youtube.com/watch?v=GzofkjlIM5Q https://www.youtube.com/watch?v=wrzan-EYZAE https://www.youtube.com/watch?v=qR9_QvhM_yo https://www.youtube.com/watch?v=NfyxV8hdBi4 https://www.youtube.com/watch?v=PNE9feleEZI https://www.youtube.com/watch?v=dxJIYVolndc https://www.youtube.com/watch?v=-qZ_SDAFnTI,999,1399,PS2 & below all full speed
R4DO1PH3,image_c6fda6e276c48,RG-353V,Anbernic,2022-09-01,Vertical,Android 11 / Linux (ArkOS),5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,2 GB LPDDR4,3.5,IPS Touchscreen,640 x 480,228.57,4:3,Tempered Glass (OCA Laminated),3200 mAh,,,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Shelf",FALSE,TRUE,TRUE,"Menu, Power, Reset, Volume +-",USB-C Top & Bottom facing,"Internal 32 GB eMMC 5.1,  Dual External MicroSD",TRUE,"WiFi 5, Bluetooth 4.2",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Top facing,TRUE,Single Mono Front facing,TRUE,,Dedicated Buttons,83 mm x 126 mm x 21 mm,180,Plastic,"White, Transparent Black, Transparent Purple, Gray",https://www.youtube.com/watch?v=0bG3yPF2hfM https://www.youtube.com/watch?v=NEhcl8br5gg https://www.youtube.com/watch?v=LhqIWbKsY4g https://www.youtube.com/watch?v=K4tV3KSm4D8 https://www.youtube.com/watch?v=eov8aNL4_fo https://www.youtube.com/watch?v=8fpfAeIA4tE,113,,"N64, PSP & Dreamcast mostly playable but not all full speed"
dENkOz9r,image_534b3ff725bbe,RG-353VS,Anbernic,2022-09-01,Vertical,Linux (ArkOS),5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,1 GB LPDDR4,3.5,IPS,640 x 480,228.57,4:3,Tempered Glass (OCA Laminated),3200 mAh,,,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Shelf",FALSE,TRUE,TRUE,"Menu, Power, Reset, Volume +-",USB-C Top & Bottom facing,Dual External MicroSD,TRUE,"WiFi 5, Bluetooth 4.2",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Top facing,TRUE,Single Mono Front facing,TRUE,,Dedicated Buttons,83 mm x 126 mm x 21 mm,180,Plastic,"Transparent Black, Gray",https://www.youtube.com/watch?v=0bG3yPF2hfM https://www.youtube.com/watch?v=NEhcl8br5gg https://www.youtube.com/watch?v=LhqIWbKsY4g https://www.youtube.com/watch?v=K4tV3KSm4D8 https://www.youtube.com/watch?v=eov8aNL4_fo https://www.youtube.com/watch?v=8fpfAeIA4tE,90,,"N64, PSP & Dreamcast mostly playable but not all full speed"
nwu8nwVv,image_01eb3d28bbdde,PiBoy XRS,Experimental Pi,2022-09-01,Horizontal,Linux (RetroPie),5,5,5,5,5,5,4,4,4,4,3,2,1,1,1,1,1,1,Broadcom BCM2711 (Raspberry Pi 4B),Cortex-A72,4 Cores,4 Threads,1.5 GHz,ARM,Broadcom VideoCore VI,,500 MHz,"1, 2, 4 or 8 GB",3.5,IPS,640 x 480,228.57,4:3,Tempered Glass,5600 mAh,Heatsink Fan Ventilation cutouts,TRUE,Cross Upper placement,Dual thumbsticks (L3/R3) Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,Menu,USB-C Bottom facing,External MicroSD,FALSE,"WiFi, Bluetooth, USB-A x4, Ethernet",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Single Mono Front facing,FALSE,,Menu,162 mm x 93 mm x 36 mm,330,Plastic,DMG Gray/Red,https://www.youtube.com/watch?v=mNfWx0kTXQ0 https://www.youtube.com/watch?v=M3k2WNHafB4 https://www.youtube.com/watch?v=Q9y55I98Ex0,150,,"N64, PSP & Dreamcast mostly playable but not all full speed"
CJBJJNJk,image_3bf95cd2b2eeb,AYANEO Air,AYANEO,2022-08-01,Horizontal,Windows 11 / SteamOS / AYANEO OS (Linux),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,AMD Ryzen 5 5560U,AMD Zen 3,6 Cores,12 Threads,2.3 GHz - 4.0 GHz,x86-64,AMD Radeon RX Vega 7,,1.6 GHz,8 GB / 16 GB LPDDR4X (6400 MT/s / 8532 MT/s),5.5,OLED Touchscreen,1920 x 1080,404.00,16:9,Tempered Glass (OCA Laminated),7350 mAh (28Wh),Heatsink Fan Ventilation cutouts,TRUE,Cross Lower placement,Dual thumbsticks with L3/R3 Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Windows, Menu, Aya Space, Task Manager, Fingerprint reader / Power, Volume +-, 2 Function Buttons on top",USB-C x2 Top: 1 Bottom: 1,"External MicroSD, Internal Replaceable M.2 2280 SSD (128 GB / 256 GB / 512 GB)",FALSE,"WiFi 6E, Bluetooth 5.2, USB-C OTG",FALSE,TRUE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Fingerprint reader, Gyroscope, Hall sensor sticks & triggers",Dedicated Buttons,224 mm x 89.5 mm x 17 - 26.7 mm,395,Plastic,"White, Black, Pink, B.Duck Yellow, Retro Power Gray",https://www.youtube.com/watch?v=ygWuDlpxDWw https://www.youtube.com/watch?v=kzdTeyOXO7k https://www.youtube.com/watch?v=XC74qwQ_Xkg https://www.youtube.com/watch?v=DN8__5xDIUY https://www.youtube.com/watch?v=lEwSXtweQlU https://www.youtube.com/watch?v=SH2GOrsjloM https://www.youtube.com/watch?v=K3tI98Yg8Tk https://www.youtube.com/watch?v=rA4ZA17nC_M https://www.youtube.com/watch?v=V-dSPVf9NIo https://www.youtube.com/watch?v=Mx8wPz7aP2U https://www.youtube.com/watch?v=mWA9IZNjmi4 https://www.youtube.com/watch?v=eP7zhGUQxN8,549,649,PS2 & below all full speed
aXeAtELt,image_e776b1bac99a8,Retroid Pocket 3,Retroid / Moorechip,2022-08-01,Horizontal,Android 11,5,5,5,5,5,5,5,5,4,4,3,3,2,2,2,1,1,1,UNISOC Tiger T310,Cortex-A75 / Cortex-A55,4 Cores,4 Threads,1.8 GHz - 2.0 GHz,ARM,PowerVR GE8300,,800 MHz,2 GB / 3 GB LPDDR4X,4.7,IPS Touchscreen,1334 x 750,325.61,16:9,Tempered Glass,4000 mAh,,FALSE,Separated Cross (PS Vita) Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Home, Power, Volume +-",USB-C Bottom facing,"Internal 32 GB eMCP, External MicroSD",FALSE,"WiFi 5, Bluetooth 5.0",FALSE,FALSE,FALSE,TRUE,TRUE,Micro HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Microphone, Gyroscope, Compatible with Hall sensor joystick replacement",Dedicated Buttons,184.65 mm x 81.38 mm x 24.23 mm,230,Plastic,"White, Black, Indigo, Yellow, Gray, Transparent Purple, Transparent Blue",https://www.youtube.com/channel/UCKF5151a6yAooOILrYTvfJg/community?lb=UgweTbFn_2LyDP0hTT14AaABCQ https://www.youtube.com/shorts/uJ62JyBps9M https://www.youtube.com/shorts/S0bMC1R5VVA https://www.youtube.com/watch?v=ooToyLhEq20 https://www.youtube.com/watch?v=rDChEjgqZ7c https://www.youtube.com/watch?v=0FwG5-7Ss_I https://www.youtube.com/watch?v=05k0409SQpQ https://www.youtube.com/watch?v=z3TzCY-By3k https://www.youtube.com/watch?v=X6s_HNjL5Lk https://www.youtube.com/watch?v=LujUxYH6sGc https://www.youtube.com/watch?v=au7wg8GZX48 https://www.youtube.com/watch?v=qW2NiunyrjY,120,130,"N64, Dreamcast, PSP (playable), Saturn (mostly playable), Gamecube (some playable), Wii (mostly unplayable)"
Y8jkMdvC,image_8ddb6aa2a9d36,TRIMUI Smart,TRIMUI,2022-08-01,Horizontal,"Tina Linux, RGH Tomato OS",5,5,5,5,5,4,3,1,1,1,1,1,1,1,1,1,1,1,Allwinner S3,Cortex-A7,1 Core,1 Thread,1.2 GHz - 1.5 GHz,ARM,❌,❌,❌,128 MB LPDDR3,2.4,IPS,320 x 240,166.67,4:3,None (Protector only),1200 mAh,,FALSE,Cross Upper placement,,FALSE,FALSE,FALSE,FALSE,4 Buttons,"L1, R1",FALSE,FALSE,TRUE,Menu,USB-C Bottom facing,"Internal 8 GB eMMC, External MicroSD",FALSE,"WiFi 4, Bluetooth 4.0",FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,,FALSE,Single Mono Front facing,FALSE,❌,Menu,110 mm x 58 mm x 15 mm,100,Plastic,"White, Teal, Yellow, Purple",https://www.youtube.com/watch?v=6fQsIRslkks https://www.youtube.com/watch?v=_k1KO8zFWlA https://www.youtube.com/watch?v=k0Yin9P37WU https://www.youtube.com/watch?v=5kqEljEPKQY https://www.youtube.com/watch?v=uhoTvhBVm70 https://www.youtube.com/watch?v=bE3j_WT8Bto,80,,SNES & PS1 almost all full speed except for slight lag on a few FX chip SNES games and 3D PS1 games
dST0upHe,image_33a43cb213a5b,GPD XP Plus,GamePad Digital,2022-08-01,Horizontal,Android 11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,MediaTek Dimensity 1200,Cortex-A78 / Cortex-A55,8 Cores,8 Threads,2.0 GHz - 3.0 GHz,ARM,Mali-G77 MC9,9 Cores,850 MHz,6 GB LPDDR4X (8532 MT/s),6.81,IPS Touchscreen,2400 x 1080,386.46,20:9,Gorilla Glass,7000 mAh,Copper heatsink Fan Ventilation cutouts,TRUE,Separated Cross (PS Vita) Lower placement,Dual thumbsticks with L3/R3 Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Screen mapping button, Back, Home, Overview, Fan Control, Volume +-, Power",USB-C Bottom facing,"Internal 128 GB UFS 3.1,  External MicroSD",FALSE,"WiFi 6, Bluetooth 5.0, 5G",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Front camera, Dual Microphones, GPS, Gravity, Gyroscope, Compass, Hall Effect Joysticks",Dedicated Buttons,233 mm x 83 mm x 18 - 41 mm,375,Plastic,Black Iron,https://www.youtube.com/watch?v=ELhJtktWkk4 https://www.youtube.com/watch?v=GcAHHFKr67o https://www.youtube.com/watch?v=LVa_qFBSEhM https://www.youtube.com/watch?v=Se6gW_5H4PI https://www.youtube.com/watch?v=WQuCTVnuB8s,339,374,"PSP, Gamecube & Wii playable, PS2 playable?"
11OAeA9K,image_2bd6bd2b53681,Win600,Anbernic,2022-07-01,Horizontal,Windows 10 / SteamOS,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,2,2,2,"AMD Athlon Silver 3020e, AMD Athlon Silver 3050e",AMD Zen,2 Cores,2 Threads (3020e) 4 Threads (3050e),1.2 GHz - 2.6 GHz (3020e) 1.4 GHz - 2.8 GHz (3050e),x86-64,AMD Radeon RX Vega 3,,1.0 GHz,8 GB DDR4 (Single channel 4800 MT/s) (User replaceable SODIMM slot),5.94,IPS Touchscreen,1280 x 720,247.24,16:9,Tempered Glass (OCA Laminated),9000 mAh (39 Wh),Heatsink Fan Ventilation cutouts,TRUE,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Mouse/Gamepad Switch, Onscreen Keyboard button, Menu, Home, Windows, Power, Reset, Volume +-",USB-C Top facing,Internal replaceable M.2 2242 SATA SSD (128 GB / 256 GB),FALSE,"WiFi 5, Bluetooth 4.2, USB-A, USB-C OTG",FALSE,TRUE,FALSE,TRUE,TRUE,USB-C video out Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,Microphone,Dedicated Buttons,236 mm x 103 mm x 22 mm,493,Plastic,"White, Dark Gray, Blue",https://www.youtube.com/watch?v=QCL3tqjCDnU https://www.youtube.com/watch?v=-W8WFn2gZBg https://www.youtube.com/watch?v=wLHbrWVj8B8 https://www.youtube.com/watch?v=vaykFkN59tM https://www.youtube.com/watch?v=05jouP8mYME https://www.youtube.com/watch?v=7mcSdte-NPQ https://www.youtube.com/watch?v=9RfyJqThR2A https://www.youtube.com/watch?v=F49XHXEMMQY https://www.youtube.com/watch?v=6-EGi7kdBNc https://www.youtube.com/watch?v=7DodK9UgzBs https://www.youtube.com/watch?v=3CYg9rcWFlI https://www.youtube.com/watch?v=kSpXITJDYcY,300,375,"Gamecube & Wii mostly full speed, some PS2 playable"
PtLOT5cv,image_2a73d66402b79,Odin Lite,AYN Technologies,2022-07-01,Horizontal,Android 11,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,2,1,MediaTek Dimensity 900,Cortex-A78 / Cortex-A55,8 Cores,8 Threads,2.0 GHz - 2.4 GHz,ARM,Mali-G68 MC4,4 Cores,900 MHz,4 GB / 8 GB LPDDR4x,5.98,IPS Touchscreen,1920 x 1080,368.38,16:9,Tempered Glass (OCA Laminated),6600 mAh,Heatpipe Heatsink Fan Ventilation cutouts,TRUE,Separated Cross (PS Vita) Lower placement,Dual thumbsticks with L3/R3 Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Home, Power, Volume +-, 2 Programmable buttons on back",USB-C Bottom facing,"Internal 64 GB / 128 GB UFS 2.1, External MicroSD",FALSE,"WiFi 6, Bluetooth 5.2, 4G (Data only)",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Bottom facing Micro HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Gyroscope, Microphone",Dedicated Buttons,224 mm x 95.2 mm x 15 - 23.7 mm,280,Plastic,"Lite: White, Transparent Black, Transparent White, SNES Gray",https://www.youtube.com/watch?v=Nxc22Z1iu7Q https://www.youtube.com/watch?v=M7bA9DSrlEk https://www.youtube.com/watch?v=v4aqRwkVNHI https://www.youtube.com/watch?v=lwd7WCu-588 https://www.youtube.com/watch?v=UTrOGS8R6Xg https://www.youtube.com/watch?v=6Uz4H67fPhc https://www.youtube.com/watch?v=OFbSYhaQ1H0 https://www.youtube.com/watch?v=f9lJiOelHTY https://www.youtube.com/watch?v=rIK3TA907RQ https://www.youtube.com/watch?v=JHh5Q2UIwiw https://www.youtube.com/watch?v=XatMl3AVYmo https://www.youtube.com/watch?v=TCy2zV1kJD8 https://www.youtube.com/watch?v=wuNKE7DKB8E https://www.youtube.com/watch?v=wOrNHguwlnc https://www.youtube.com/watch?v=RoupIfvrDA0 https://www.youtube.com/watch?v=UCQlVjmIZeM https://www.youtube.com/watch?v=KQaRnG4q7sA https://www.youtube.com/watch?v=u2UpwB6l4CQ https://www.youtube.com/watch?v=eVsdqrugUlg https://www.youtube.com/watch?v=Aqr0MIPpCNM,199,,"N64, Dreamcast, PSP full speed, GameCube & Wii mostly playable"
lB5df4SP,image_a07fdb43b561a,RG-353P,Anbernic,2022-06-01,Horizontal,Android 11 Linux (JELOS),5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,2 GB LPDDR4X,3.5,IPS Touchscreen,640 x 480,228.57,4:3,Tempered Glass (OCA Laminated),3500 mAh,,,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Power, Function button, Reset, Volume +-",USB-C x2 Top facing,"Internal 32 GB eMMC 5.1, Dual External MicroSD",TRUE,"WiFi 5, Bluetooth 4.2, USB-C OTG",FALSE,TRUE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,❌,Dedicated Buttons,190 mm x 84 mm x 20 - 22.5 mm,210,Plastic,"RG-353P: Gray, Transparent Black RG-353PS: DMG Gray, Transparent Purple, Transparent Clear",https://www.youtube.com/watch?v=YgMbGd-D6xE https://www.youtube.com/watch?v=tJR0Evx3KS0 https://www.youtube.com/shorts/YHG3OVhtV6k https://www.youtube.com/watch?v=poOk-zH2O6k https://www.youtube.com/watch?v=vCEdhWW8OB8 https://www.youtube.com/watch?v=RRQKOnrI3iw https://www.youtube.com/watch?v=08ye_7sNSFY,140,,"N64, PSP & Dreamcast mostly playable but not all full speed"
bb1JnfTz,image_866bda18cf242,PowKiddy RGB20S,PowKiddy,2022-05-01,Vertical,"Linux 351ELEC, AmberELEC, ArkOS",5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3,3.5,IPS,640 x 480,228.57,4:3,Tempered Glass (OCA Laminated),3500 mAh,,,Cross Lower placement,Dual thumbsticks with L3/R3 Upper placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal, Shelf",FALSE,TRUE,TRUE,"Function button, Power, Reset, Volume +-, WiFi Switch (but NO internal WiFi)",USB-C x2 Bottom facing,Dual External MicroSD,TRUE,USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone Bottom facing,TRUE,Single Mono Front facing,TRUE,❌,Dedicated Buttons,83 mm x 120 mm x 20.8 mm,,Plastic,"Blue, Orange, White, Transparent Purple",https://www.youtube.com/watch?v=yROF6hGEVa8 https://www.youtube.com/watch?v=L2ug-xg1t4Y https://www.youtube.com/watch?v=IeJpgh4Fipo https://www.youtube.com/watch?v=m4sjexdVrrI https://www.youtube.com/watch?v=NRJCgz6VVqI,80,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
QxI032Vi,image_c01a17cc1c0b7,RG-503,Anbernic,2022-04-01,Horizontal,"Linux ArkOS, JELOS, Retro Arena",5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,1 GB LPDDR4,4.95,OLED,960 × 544,222.91,16:9,Plastic,3500 mAh,,FALSE,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,"Power, Reset, Volume +-, Function Button",USB-C x2 Top facing,Dual External MicroSD,TRUE,"WiFi 5, Bluetooth 4.2, USB-C OTG",FALSE,TRUE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Top facing,TRUE,Dual Stereo Bottom facing,TRUE,❌,Dedicated Buttons,190 mm x 84 mm x 21 mm,236,Plastic,"Black, Teal, Bronze Gray",https://www.youtube.com/watch?v=A5UIShnzBgg https://www.youtube.com/watch?v=o_nJpKKaPzY https://www.youtube.com/watch?v=fUh7NqwPlBQ https://www.youtube.com/watch?v=WPmqoCVIvdM https://www.youtube.com/watch?v=OF2q5upQvwc https://www.youtube.com/watch?v=GOc_L5tXObY https://www.youtube.com/watch?v=ZBLrqciKDYs,140,,"N64, PSP & Dreamcast mostly playable but not all full speed"
VCIxSkHT,image_06228c80a6c4b,AYANEO Next,AYANEO,2022-04-01,Horizontal,Windows 10/11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,AMD Ryzen 7 5800U (Next Advance) AMD Ryzen 7 5825U (Next / Next Pro),AMD Zen 3,8 Cores,16 Threads,1.9 GHz - 4.4 GHz (5800U) 2.0 GHz - 4.5 GHz (5825U),x86-64,AMD Radeon RX Vega 8,,2.0 GHz,16 - 32 GB LPDDR4x (8532 MT/s),7,IPS Touchscreen,1280 x 800,215.63,16:10,Tempered Glass (OCA Laminated),4100 mAh (47 Wh),"Heatsink, Fan, Ventilation cutouts",TRUE,Cross Lower placement,Dual thumbsticks with L3/R3 Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Windows, Menu, Aya Space, Task Manager, Fingerprint reader / Power, Volume +-",USB-C x2,Internal 1 - 2 TB NVMe SSD,FALSE,"WiFi 6E, Bluetooth 5.2, USB-C OTG",FALSE,TRUE,FALSE,TRUE,TRUE,USB-C video out,TRUE,3.5mm Headphone,TRUE,Dual Stereo Bottom facing,TRUE,Hall Effect Sensors on Joysticks & Triggers,Dedicated Buttons,267 mm x 112 mm x 30 mm,750,Plastic,"Pastel Blue, Midnight Blue, Bright White, Jet Black, Space Silver",https://www.youtube.com/watch?v=FC4NBgB6RVQ https://www.youtube.com/watch?v=tTNyPv7Tvfc https://www.youtube.com/watch?v=ppdf89yzdYI https://www.youtube.com/watch?v=csp2Kxeorbo https://www.youtube.com/watch?v=z_QtF0dMyKY https://www.youtube.com/watch?v=JodtX6Rx0bs https://www.youtube.com/watch?v=nDeZQP8-I2s https://www.youtube.com/watch?v=EpL-gORBuTE https://www.youtube.com/watch?v=IwAKGs777-4 https://www.youtube.com/watch?v=IzS6Jp7XBs4 https://www.youtube.com/watch?v=7-a4jFiSs0Q,1315,1565,"Gamecube, Wii, 3DS, PS2 almost all full speed. Wii U & Switch mostly playable"
KuDKNhD7,image_9ce4cacb47c14,PowKiddy RGB10S,PowKiddy,2022-03-01,Horizontal,"Batocera, EmuELEC, Lineage 18.1/Android 11, RecalBox, RetroArena, RetroOz, RRVL, Ubuntu",5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3,3.5,IPS,480 x 320,164.83,3:2,Tempered Glass (OCA Laminated),3000 mAh,,FALSE,Cross Lower placement,Single thumbstick Upper placement,FALSE,FALSE,FALSE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Power, Volume +-, WiFi switch",USB-C x2,External MicroSD,FALSE,"WiFi, USB-C OTG",FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,3.5mm Headphone,TRUE,Single Mono Front facing,FALSE,❌,Dedicated Buttons,144 mm x 63.8 mm x 16 - 19 mm,143,Plastic,"White, Carbon Fiber Black (?)",https://www.youtube.com/channel/UCcdaxLFqkLJ_qO7HGGNX-6A/community?lb=UgkxfAI8vjwD0s1zcHYO78XGLy2w92Y0yWnk https://www.youtube.com/watch?v=6suIYap8db8 https://www.youtube.com/watch?v=GKytY6NRSy4 https://www.youtube.com/watch?v=wAx0Syx5_U4 https://www.youtube.com/watch?v=PpZugY1lKXg https://www.youtube.com/watch?v=oZ4URPzXfRM https://www.youtube.com/watch?v=vhSojJqeDlw,80,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
